chr2	169800000	170100000
chr2	29200000	29450000
chr2	158600000	158900000
chr2	211500000	211750000
chr2	121500000	121750000
chr2	7250000	8850000
chr2	153150000	153500000
chr2	169800000	170150000
chr2	170250000	171050000
chr2	74800000	75200000
chr2	73900000	74650000
chr2	30400000	30700000
chr2	11250000	11600000
chr2	162750000	163050000
chr2	235200000	235450000
chr2	114250000	114500000
chr2	43050000	43550000
chr2	177000000	177550000
chr2	147450000	149800000
chr2	165550000	165800000
chr2	37300000	39050000
chr2	44150000	45800000
chr2	159650000	162250000
chr2	171750000	172350000
chr2	43050000	43750000
chr2	213550000	216150000
chr2	203100000	204800000
chr2	233650000	234200000
chr2	149850000	150400000
chr2	233700000	234200000
chr2	101200000	103200000
chr2	190700000	190950000
chr2	197650000	198300000
chr2	191900000	192400000
chr2	216250000	216800000
chr2	201750000	202050000
chr2	238400000	238700000
chr2	206150000	206550000
chr2	85200000	85600000
chr2	46700000	47150000
chr2	150150000	152300000
chr2	11950000	13200000
chr2	74900000	75150000
chr2	15750000	17500000
chr2	55900000	56250000
chr2	236050000	236550000
chr2	207000000	209000000
chr2	15250000	15750000
chr2	33850000	36600000
chr2	30950000	31600000
chr2	220550000	222850000
chr2	45200000	45800000
chr2	32050000	34850000
chr2	226500000	227900000
chr2	237200000	239200000
chr2	234850000	235450000
chr2	156250000	156750000
chr2	206550000	206800000
chr2	59000000	59250000
chr2	237200000	238000000
chr2	197000000	197300000
chr2	178950000	179400000
chr2	155250000	156150000
chr2	160150000	160550000
chr2	71000000	71250000
chr2	189850000	190300000
chr2	6950000	7200000
chr2	21200000	23600000
chr2	56400000	57850000
chr2	236650000	237200000
chr2	189850000	190350000
chr2	235450000	235900000
chr2	160900000	161900000
chr2	153050000	153500000
chr2	71500000	71750000
chr2	159750000	160100000
chr2	172400000	173000000
chr2	147450000	148700000
chr2	223100000	223450000
chr2	232700000	233250000
chr2	153800000	154300000
chr2	171750000	172400000
chr2	72400000	73000000
chr2	195350000	195750000
chr2	44200000	45850000
chr2	169200000	169600000
chr2	54700000	54950000
chr2	60950000	61250000
chr2	187650000	188350000
chr2	134650000	135700000
chr2	207150000	209000000
chr2	50800000	51200000
chr2	72400000	72950000
chr2	36550000	36950000
chr2	211400000	213500000
chr2	195800000	196100000
chr2	225600000	226000000
chr2	143000000	143350000
chr2	228800000	230450000
chr2	200750000	201700000
chr2	160100000	160700000
chr2	84050000	84550000
chr2	169200000	169800000
chr2	38750000	39000000
chr2	153600000	156150000
chr2	6950000	7250000
chr2	152350000	152850000
chr2	206800000	207050000
chr2	234350000	236650000
chr2	171750000	173550000
chr2	16100000	16650000
chr2	23950000	24350000
chr2	59100000	60750000
chr2	217000000	219050000
chr2	32400000	32750000
