chr2	131900000	134650000
chr2	29200000	29450000
chr2	228800000	229550000
chr2	127800000	128600000
chr2	71750000	73100000
chr2	120450000	121100000
chr2	11350000	11600000
chr2	153150000	153500000
chr2	177000000	178700000
chr2	114250000	114500000
chr2	43050000	43550000
chr2	177000000	177550000
chr2	197650000	198650000
chr2	101650000	102600000
chr2	231950000	232300000
chr2	38200000	38550000
chr2	37300000	39050000
chr2	180700000	180950000
chr2	48800000	50700000
chr2	27950000	28650000
chr2	81850000	83550000
chr2	139650000	140550000
chr2	27900000	28800000
chr2	73600000	73850000
chr2	209250000	211050000
chr2	55900000	57900000
chr2	233650000	234200000
chr2	37300000	37600000
chr2	59500000	60850000
chr2	149850000	150400000
chr2	188350000	190300000
chr2	233450000	234250000
chr2	63300000	63750000
chr2	192500000	194500000
chr2	48350000	48700000
chr2	216250000	216800000
chr2	57200000	57600000
chr2	201750000	202050000
chr2	46700000	47150000
chr2	194500000	196150000
chr2	44200000	46200000
chr2	73000000	73450000
chr2	127800000	129500000
chr2	139600000	140450000
chr2	173350000	173600000
chr2	161100000	161850000
chr2	21250000	21600000
chr2	103100000	103450000
chr2	30950000	31600000
chr2	42700000	43000000
chr2	77150000	78350000
chr2	45200000	45800000
chr2	234850000	235450000
chr2	206550000	206800000
chr2	54100000	55100000
chr2	115350000	115700000
chr2	150450000	152100000
chr2	29000000	30350000
chr2	237200000	238000000
chr2	178950000	179400000
chr2	155250000	156150000
chr2	145250000	145550000
chr2	5750000	6050000
chr2	165850000	166150000
chr2	212300000	213450000
chr2	197650000	197900000
chr2	235450000	235900000
chr2	225250000	225500000
chr2	71500000	71750000
chr2	172400000	173000000
chr2	171750000	172400000
chr2	41600000	42050000
chr2	27900000	28700000
chr2	178650000	178900000
chr2	44200000	45850000
chr2	169200000	169600000
chr2	85550000	86400000
chr2	27950000	28700000
chr2	60950000	61250000
chr2	21600000	22500000
chr2	27950000	28400000
chr2	207050000	207500000
chr2	72400000	72950000
chr2	77150000	78500000
chr2	36200000	36550000
chr2	141750000	142150000
chr2	190950000	191900000
chr2	40000000	42350000
chr2	24600000	25150000
chr2	165400000	165800000
chr2	163750000	165500000
chr2	54000000	55850000
chr2	59000000	59450000
chr2	218950000	219750000
chr2	163200000	163700000
chr2	38750000	39000000
chr2	68350000	68700000
chr2	118200000	118550000
chr2	32050000	32750000
chr2	209300000	209650000
chr2	179400000	180650000
chr2	105950000	107250000
chr2	32400000	32750000
chr2	44700000	45200000
chr2	209200000	211150000
chr2	69550000	71200000
chr2	207450000	209250000
chr2	232350000	232700000
chr2	159700000	160900000
chr2	74850000	75700000
chr2	9600000	10200000
chr2	8900000	10900000
chr2	116650000	117250000
chr2	24350000	24600000
chr2	65850000	68250000
chr2	18600000	20100000
chr2	206850000	207500000
chr2	134600000	135650000
chr2	211350000	211950000
chr2	11250000	11600000
chr2	119950000	120300000
chr2	37200000	39150000
chr2	135650000	136650000
chr2	217000000	218650000
chr2	163700000	164000000
chr2	68300000	68650000
chr2	170200000	171800000
chr2	53650000	53900000
chr2	230200000	230500000
chr2	201400000	201650000
chr2	217550000	218650000
chr2	42500000	43000000
chr2	232750000	233200000
chr2	177550000	178000000
chr2	120100000	121850000
chr2	113800000	114250000
chr2	23600000	24000000
chr2	231450000	231700000
chr2	165550000	165850000
chr2	11950000	13200000
chr2	45850000	46200000
chr2	211100000	211350000
chr2	141700000	142750000
chr2	32950000	33850000
chr2	45850000	47600000
chr2	228750000	230150000
chr2	147450000	148700000
chr2	202600000	203150000
chr2	43150000	43500000
chr2	208350000	209250000
chr2	228650000	230550000
chr2	48850000	50750000
chr2	210200000	211100000
chr2	16950000	17800000
chr2	28400000	28650000
chr2	55900000	56400000
chr2	159700000	160850000
chr2	61000000	61250000
chr2	171050000	171700000
chr2	176150000	176950000
chr2	103800000	104300000
chr2	185100000	186150000
chr2	21000000	23950000
chr2	113950000	114250000
chr2	30400000	30950000
chr2	137200000	139600000
chr2	45200000	45850000
chr2	196150000	196550000
chr2	43000000	43850000
chr2	221500000	222450000
chr2	47550000	48000000
chr2	63850000	64150000
chr2	173850000	174250000
chr2	69550000	70500000
chr2	71400000	71750000
chr2	156200000	158100000
chr2	56400000	56750000
chr2	170350000	170650000
chr2	40100000	42050000
chr2	228750000	230550000
chr2	235450000	236050000
chr2	175550000	178000000
chr2	187750000	188050000
chr2	158850000	160900000
chr2	178900000	179550000
chr2	5600000	5850000
chr2	170800000	171050000
chr2	222850000	223800000
chr2	135700000	136600000
chr2	137600000	138600000
chr2	200550000	200800000
chr2	13200000	15000000
chr2	166200000	166800000
chr2	122500000	123250000
chr2	11950000	13150000
chr2	229550000	229950000
chr2	62150000	62700000
chr2	128900000	129500000
chr2	54000000	55900000
chr2	163200000	164000000
chr2	53300000	53650000
chr2	71250000	73450000
chr2	100100000	101600000
chr2	231050000	231500000
chr2	170350000	170800000
chr2	179550000	180700000
chr2	142700000	143400000
chr2	73100000	73500000
chr2	24400000	25200000
chr2	170900000	171750000
chr2	43050000	43600000
chr2	104550000	105050000
chr2	73850000	74700000
chr2	207400000	208350000
chr2	143800000	145950000
chr2	58750000	59500000
chr2	8350000	8850000
chr2	207800000	208350000
chr2	205000000	206550000
chr2	78250000	78500000
chr2	236050000	236650000
chr2	117200000	118550000
chr2	209200000	211100000
chr2	239900000	240950000
chr2	57950000	60900000
chr2	52050000	53950000
chr2	82500000	84600000
chr2	155250000	156200000
chr2	224050000	224550000
chr2	156650000	156900000
chr2	237150000	238000000
chr2	169000000	169800000
chr2	118950000	119600000
chr2	40050000	42050000
chr2	173850000	174100000
chr2	85550000	85800000
chr2	25800000	26100000
chr2	192400000	193050000
chr2	175550000	177000000
chr2	233450000	234400000
chr2	152100000	153600000
chr2	197950000	198250000
chr2	184100000	185100000
chr2	21350000	23500000
chr2	56450000	57000000
chr2	6550000	6900000
chr2	40800000	41050000
chr2	18950000	19550000
chr2	220000000	220250000
chr2	42600000	43000000
chr2	234800000	236650000
chr2	167200000	169000000
chr2	172650000	173000000
chr2	120400000	121100000
chr2	190500000	192400000
chr2	238000000	238350000
chr2	239200000	239500000
chr2	194550000	194800000
chr2	48850000	50700000
chr2	75900000	77100000
chr2	68350000	70500000
chr2	41050000	41600000
chr2	170800000	171150000
chr2	150400000	152100000
chr2	119650000	119950000
chr2	165000000	165400000
chr2	46250000	46600000
chr2	52050000	53000000
chr2	79250000	80150000
chr2	210850000	211100000
chr2	12850000	13150000
chr2	48850000	49150000
chr2	37250000	39700000
chr2	26400000	26700000
chr2	101200000	101600000
chr2	6950000	7250000
chr2	183050000	183550000
chr2	169200000	169800000
chr2	155300000	156150000
chr2	223800000	224050000
chr2	228750000	229600000
chr2	225950000	228000000
chr2	210200000	210850000
chr2	153600000	155300000
chr2	220550000	222850000
chr2	40800000	42050000
chr2	142900000	143800000
chr2	203700000	204050000
chr2	44100000	45200000
chr2	63050000	63300000
chr2	31600000	32050000
chr2	121100000	121450000
chr2	187700000	188350000
chr2	177000000	178000000
chr2	196900000	197400000
chr2	197900000	198250000
chr2	18700000	18950000
chr2	158600000	158850000
chr2	153700000	154400000
chr2	209250000	209650000
chr2	10950000	11250000
chr2	46200000	46700000
chr2	196950000	197250000
chr2	54100000	55850000
chr2	208350000	209200000
chr2	42350000	43000000
chr2	70100000	70500000
chr2	219000000	219550000
chr2	49800000	50700000
chr2	65850000	68100000
chr2	228200000	228750000
chr2	74850000	75850000
chr2	33850000	36100000
chr2	57950000	58750000
chr2	186650000	187350000
chr2	204050000	204350000
chr2	218100000	218400000
chr2	45800000	46200000
chr2	207500000	208350000
chr2	230850000	231500000
chr2	20850000	23600000
chr2	65850000	67800000
chr2	53950000	55900000
chr2	9250000	9550000
chr2	164000000	165500000
chr2	219050000	219550000
chr2	10200000	10850000
chr2	73950000	74450000
chr2	20050000	20850000
chr2	148700000	149850000
chr2	103400000	105750000
chr2	39500000	40000000
chr2	198650000	199200000
chr2	214100000	216150000
chr2	69200000	69550000
chr2	204900000	206800000
chr2	75950000	77150000
chr2	184900000	186050000
chr2	191550000	191900000
chr2	9700000	9950000
chr2	106700000	107050000
chr2	213550000	214100000
chr2	103900000	104200000
chr2	218600000	218950000
chr2	180350000	180650000
chr2	196950000	197350000
chr2	178000000	178650000
chr2	170400000	170650000
chr2	199200000	200050000
chr2	204550000	204900000
chr2	32750000	33000000
chr2	43050000	43850000
chr2	192700000	193000000
chr2	39250000	39500000
chr2	170350000	170700000
chr2	73450000	73800000
chr2	11250000	11650000
chr2	43050000	43800000
chr2	143800000	144050000
chr2	30400000	30900000
chr2	8950000	10850000
chr2	65450000	68350000
chr2	27600000	27900000
chr2	218650000	220500000
chr2	8950000	9250000
chr2	63300000	63550000
chr2	139650000	141600000
chr2	140550000	141600000
chr2	61250000	62100000
chr2	10200000	10600000
chr2	29450000	30300000
chr2	123250000	124800000
chr2	173050000	173350000
chr2	233600000	234200000
chr2	238700000	239200000
chr2	70500000	71250000
chr2	108950000	109200000
chr2	46850000	47150000
chr2	127800000	128450000
chr2	180950000	181950000
chr2	58750000	60900000
chr2	21050000	23600000
chr2	118800000	119650000
chr2	202650000	203100000
chr2	101600000	103100000
chr2	174250000	175300000
chr2	164000000	165000000
chr2	44100000	44600000
chr2	236050000	236500000
chr2	136600000	137200000
chr2	49800000	50650000
chr2	152300000	153600000
chr2	137200000	138600000
chr2	28750000	29000000
chr2	154400000	155250000
chr2	204950000	206750000
chr2	73100000	75100000
