chr1	700000	1650000	0
chr1	1650000	2400000	0
chr1	2400000	3350000	1
chr1	2400000	6000000	0
chr1	3350000	3800000	1
chr1	3800000	4700000	3
chr1	3800000	5550000	2
chr1	3800000	6000000	1
chr1	4700000	5550000	3
chr1	5550000	6000000	2
chr1	6000000	6750000	1
chr1	6000000	7700000	0
chr1	6750000	7300000	2
chr1	6750000	7700000	1
chr1	7300000	7700000	2
chr1	7700000	8050000	1
chr1	7700000	8400000	0
chr1	8050000	8400000	1
chr1	8400000	8950000	1
chr1	8400000	12100000	0
chr1	8950000	9650000	1
chr1	9650000	10500000	1
chr1	10500000	11050000	1
chr1	11050000	12100000	1
chr1	12100000	12900000	0
chr1	13700000	14300000	1
chr1	13700000	15400000	0
chr1	14300000	14850000	2
chr1	14300000	15400000	1
chr1	14850000	15400000	2
chr1	15400000	15850000	0
chr1	15850000	16900000	0
chr1	16900000	17900000	0
chr1	17900000	18900000	2
chr1	17900000	19200000	1
chr1	17900000	20950000	0
chr1	18900000	19200000	2
chr1	19200000	20050000	1
chr1	20050000	20950000	1
chr1	20950000	21550000	0
chr1	21550000	22000000	1
chr1	21550000	22400000	0
chr1	22000000	22400000	1
chr1	22400000	23000000	1
chr1	22400000	23300000	0
chr1	23000000	23300000	1
chr1	23300000	23600000	1
chr1	23300000	24050000	0
chr1	23600000	24050000	1
chr1	24050000	24950000	0
chr1	25150000	25600000	0
chr1	25600000	26150000	0
chr1	26150000	26800000	0
chr1	26800000	27250000	0
chr1	27250000	27700000	1
chr1	27250000	28000000	0
chr1	27700000	28000000	1
chr1	28000000	28550000	1
chr1	28000000	29550000	0
chr1	28550000	28950000	1
chr1	28950000	29550000	1
chr1	29550000	31200000	0
chr1	31200000	32600000	2
chr1	31200000	32900000	1
chr1	31200000	33300000	0
chr1	32600000	32900000	2
chr1	32900000	33300000	1
chr1	33550000	34050000	0
chr1	34050000	35250000	0
chr1	35250000	35850000	1
chr1	35250000	36250000	0
chr1	35850000	36250000	1
chr1	36250000	36550000	1
chr1	36250000	36950000	0
chr1	36550000	36950000	1
chr1	36950000	37900000	1
chr1	36950000	39450000	0
chr1	37900000	38500000	1
chr1	38500000	39450000	1
chr1	39450000	40250000	0
chr1	40250000	40550000	2
chr1	40250000	40950000	1
chr1	40250000	41450000	0
chr1	40550000	40950000	2
chr1	40950000	41450000	1
chr1	41450000	41950000	2
chr1	41450000	43650000	1
chr1	41450000	45200000	0
chr1	41950000	42650000	2
chr1	42650000	43250000	2
chr1	43250000	43650000	2
chr1	43650000	43950000	2
chr1	43650000	44500000	1
chr1	43950000	44500000	2
chr1	44500000	45200000	1
chr1	45200000	45750000	1
chr1	45200000	46800000	0
chr1	45750000	46050000	2
chr1	45750000	46800000	1
chr1	46050000	46800000	2
chr1	46800000	47200000	0
chr1	47200000	47650000	2
chr1	47200000	48200000	1
chr1	47200000	50850000	0
chr1	47650000	48200000	2
chr1	48200000	49000000	2
chr1	48200000	50850000	1
chr1	49000000	49350000	3
chr1	49000000	50850000	2
chr1	49350000	50850000	3
chr1	50850000	51750000	0
chr1	51750000	52500000	2
chr1	51750000	53700000	1
chr1	51750000	55350000	0
chr1	52500000	52850000	4
chr1	52500000	53200000	3
chr1	52500000	53700000	2
chr1	52850000	53200000	4
chr1	53200000	53700000	3
chr1	53700000	54250000	1
chr1	54250000	54500000	2
chr1	54250000	55350000	1
chr1	54500000	55350000	2
chr1	55350000	55800000	2
chr1	55350000	57250000	1
chr1	55350000	58950000	0
chr1	55800000	57250000	2
chr1	57250000	58950000	1
chr1	58950000	60250000	0
chr1	59150000	60250000	1
chr1	60250000	61400000	1
chr1	60250000	62600000	0
chr1	61400000	62600000	1
chr1	62600000	62900000	1
chr1	62600000	63300000	0
chr1	62900000	63300000	1
chr1	63300000	64050000	0
chr1	64050000	64700000	0
chr1	64700000	65300000	0
chr1	65500000	66150000	1
chr1	65500000	67200000	0
chr1	65700000	66150000	2
chr1	66150000	66400000	1
chr1	66400000	66700000	1
chr1	66700000	66950000	1
chr1	66950000	67200000	1
chr1	67200000	67650000	1
chr1	67200000	68000000	0
chr1	67650000	68000000	1
chr1	68000000	68250000	2
chr1	68000000	70250000	1
chr1	68000000	71000000	0
chr1	68250000	68550000	4
chr1	68250000	68900000	3
chr1	68250000	70250000	2
chr1	68550000	68900000	4
chr1	68900000	70250000	3
chr1	70250000	70600000	2
chr1	70250000	71000000	1
chr1	70600000	71000000	2
chr1	71000000	71550000	0
chr1	71550000	72050000	2
chr1	71550000	74200000	1
chr1	71550000	75200000	0
chr1	72050000	72700000	2
chr1	72700000	74200000	2
chr1	74200000	75200000	1
chr1	75200000	75700000	0
chr1	75700000	76350000	1
chr1	75700000	79250000	0
chr1	76350000	77600000	1
chr1	77600000	78000000	2
chr1	77600000	78600000	1
chr1	78000000	78600000	2
chr1	78600000	79250000	1
chr1	79250000	79900000	0
chr1	79900000	83550000	0
chr1	83900000	84350000	0
chr1	84350000	85400000	0
chr1	85400000	85750000	2
chr1	85400000	86850000	1
chr1	85400000	87550000	0
chr1	85750000	86100000	2
chr1	86100000	86850000	2
chr1	86850000	87200000	1
chr1	87200000	87550000	1
chr1	87550000	88600000	1
chr1	87550000	89100000	0
chr1	88600000	89100000	1
chr1	89100000	89400000	0
chr1	89400000	89950000	0
chr1	89950000	90500000	0
chr1	90500000	91100000	1
chr1	90500000	91700000	0
chr1	91100000	91700000	1
chr1	91700000	92450000	1
chr1	91700000	93300000	0
chr1	92450000	92750000	1
chr1	92750000	93300000	1
chr1	93300000	94400000	0
chr1	94400000	94950000	1
chr1	94400000	95300000	0
chr1	94950000	95300000	1
chr1	95300000	95550000	1
chr1	95300000	99000000	0
chr1	95550000	97400000	1
chr1	97400000	98550000	2
chr1	97400000	99000000	1
chr1	98550000	99000000	2
chr1	99000000	99600000	1
chr1	99000000	100200000	0
chr1	99600000	100200000	1
chr1	100200000	100550000	1
chr1	100200000	100950000	0
chr1	100550000	100950000	1
chr1	100950000	101350000	0
chr1	101350000	101900000	0
chr1	101900000	102950000	1
chr1	101900000	103550000	0
chr1	102950000	103550000	1
chr1	103550000	104150000	0
chr1	104150000	105300000	2
chr1	104150000	106450000	1
chr1	104150000	107750000	0
chr1	105300000	106450000	2
chr1	106450000	107750000	1
chr1	107750000	108300000	0
chr1	108300000	108750000	0
chr1	108750000	109250000	0
chr1	109250000	109700000	0
chr1	109700000	110050000	0
chr1	110050000	110600000	0
chr1	110600000	111050000	1
chr1	110600000	112900000	0
chr1	111050000	111550000	1
chr1	111550000	112000000	2
chr1	111550000	112300000	1
chr1	112000000	112300000	2
chr1	112300000	112900000	1
chr1	112900000	113250000	0
chr1	113250000	113650000	0
chr1	113650000	114250000	0
chr1	114250000	114500000	2
chr1	114250000	115300000	1
chr1	114250000	116150000	0
chr1	114500000	114850000	2
chr1	114850000	115300000	2
chr1	115300000	115650000	2
chr1	115300000	116150000	1
chr1	115650000	116150000	2
chr1	116150000	116650000	0
chr1	116650000	117050000	0
chr1	117050000	117650000	0
chr1	117650000	118500000	0
chr1	118500000	120050000	0
chr1	120050000	120500000	0
chr1	144800000	145350000	0
chr1	145350000	145700000	0
chr1	146450000	147350000	0
chr1	149800000	150200000	1
chr1	149800000	152000000	0
chr1	150200000	151000000	1
chr1	151000000	152000000	1
chr1	152000000	152500000	1
chr1	152000000	153450000	0
chr1	152500000	153450000	1
chr1	153450000	154150000	1
chr1	153450000	156600000	0
chr1	154150000	155150000	1
chr1	155150000	155650000	1
chr1	155650000	156050000	1
chr1	156050000	156300000	1
